id,name,url,description,start_time,end_time,location,address,organizer,is_free,price,currency,thumbnail
O9L4Q3H5ZT,FITNESS FIRST HYROX PHYSICAL FITNESS TEST (PFT),https://www.ticket2u.id/event/42579/fitness-first-hyrox-physical-fitness-test-(pft,"ABOUT HYROX HYROX PHYSICAL FITNESS TEST (P’F”T) :



HYROX Physical Fitness Test (PFT) It’s a fitness racing party at your place!

Imagine the music pumping, your members starting in waves every 10 minutes, partnering up, and supporting each other as they strive to climb the ranks on the global HYROX leaderboard.

Whether they’re new to fitness racing or seasoned pros, our team will be by your side, ensuring everyone has an absolute blast.

WHY DO A P'F""T?

Personal Fitness Assessment: Measures strength, endurance, and speed.
New Challenge: Provides motivation to improve performance.
Competition Preparation: Helps prepare for Hyrox competitions.
Progress Tracking: Monitors fitness progress over time.
Community & Support: Join a supportive fitness community


 Event Details:

 Date: SATURDAY, 12 & 19 APRIL 2025
 Time: 10 AM – 12 PM
 Location: 

FITNESS FIRST SENAYAN CITY

FITNESS FIRST LIPPO MALL PURI

FITNESS FIRST TAMAN ANGGREK 



Step into the HYROX P'F""T and push your limits in an event designed to test your strength, endurance, and resilience. Take your fitness to new heights and discover what you’re truly capable of. 

 Limited spots available! Reserve your place today and unlock your full potential. ",2025-04-12T10.00.00+07:00,#VALUE!,FITNESS FIRST SENAYAN CITY,"Fitness First, Jl. Asia Afrika No.Lot 19, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Fitness First,false,75000,IDR,https://images.t2u.io/upload/event/listing/0-42579-AWSS3c1c19f07-eb13-4ec8-a816-cf446b7427c0-0D4p.jpg
I6P1J0B7VC,CELEBRITY FITNESS HYROX PHYSICAL FITNESS TEST (PFT),https://www.ticket2u.id/event/42564/celebrity-fitness-hyrox-physical-fitness-test-(pft),"ABOUT HYROX HYROX PHYSICAL FITNESS TEST (P’F”T) :



HYROX Physical Fitness Test (PFT) is a standardized fitness assessment designed to measure an individual's strength, endurance, and overall physical performance. It serves as a benchmark for athletes and fitness enthusiasts preparing for the HYROX competition or looking to evaluate their fitness level.

The PFT consists of a series of functional exercises that replicate movements required in HYROX races, ensuring participants are physically prepared for the challenge. It is open to all fitness levels and can be used as a training tool to track progress and improve performance over time.



✨ Why Join HYROX PFT ?

Benchmark Your Fitness – Assess your current strength, endurance, and overall physical condition.
Prepare for HYROX – Train and test yourself with exercises that mirror the HYROX competition.
Track Your Progress – Use the PFT as a tool to measure improvements over time.
Challenge Yourself – Push your limits and enhance your athletic performance.
Open to All Levels – Whether you're a beginner or an experienced athlete, the PFT is designed for everyone.


 Who Can Join?

HYROX is open to everyone, regardless of fitness level! Whether you're a beginner, a seasoned athlete, or a fitness enthusiast, you can take part in the challenge.

 Event Details:

Date:
Saturday, 19 April 2025
Saturday, 26 April 2025
Sunday,  27 April 2025


 Time: 10 AM – 12 PM
 Location: 

CELEBRITY FITNESS TERAS 

CELEBRITY FITNESS LEVEL 21 SUNSET BALI

CELEBRITY FITNESS LEVEL 21 DENPASAR 

CELEBRITY FITNESS PARIS VAN JAVA

CELEBRITY FITNESS ARTHA GADING



Join us for an exhilarating and empowering HYROX experience that will push your limits, boost your endurance, and leave you feeling stronger, fitter, and more unstoppable than ever.



 Spaces are limited! Reserve your spot today and start your journey to a stronger, healthier, and more unstoppable than ever. ",2025-04-19T10.00.00+07:00,#VALUE!,CELEBRITY FITNESS TERAS ,"Jl. Pahlawan Seribu CBD Lot VII B Serpong, Lengkong Gudang, Kec. Serpong, Kota Tangerang Selatan, Banten 15321",Celebrity Fitness,false,75000,IDR,https://images.t2u.io/upload/event/listing/0-42564-AWSS3d1b7cef6-dcc6-4b54-ad1a-31b31566b45d-u6y5.jpeg
D5X2R9K8WN,CELEBRITY FITNESS AND FITNESS FIRST RPM 100,https://www.ticket2u.id/event/33733/celebrity-fitness-and-fitness-first-rpm-100,"About the Event:

Evolution Wellness, was established in 2017 following the coming together of two of Southeast Asia’s best-known fitness brands – Celebrity Fitness and Fitness First – to form one of the largest, wholly-owned fitness club networks in the region.
As “Evolution Wellness” name suggests, we’re on a journey from ‘fitness to wellness’; we’re dedicated to developing a comprehensive wellness ecosystem and supporting our members and customers to become the best version of themselves.
""It's time to ride and grind with RPM, our group indoor cycling program. This low-impact workout promises maximum cardio and calorie burn


The concept behind this release was to not only celebrate the program's history but also look forward to the future. In RPM #100, we had the opportunity to experiment extensively with music, style, and class structure. Therefore, RPM #100 serves as a perfect representation of this experimentation. 

Rundown :



FITNESS FIRST - RPM 100            

GX Studio – Fitness First Pasific Place 

Saturday, 16 December 2023



9 AM
RPM 100 (SESSION 1) With Kamil, Juan, Devina
10.15 AM
RPM 100 (SESSION 2 ) With Tony, Samuel, Lynda


CELEBRITY FITNESS - RPM 100

Main Studio - Celebrity Fitness Kuningan City

Sunday, 17 December 2023



8.45 AM
RPM 100 (SESSION 1) With Tiff, Henny dan David Hc
10.00 AM 
RPM 100 (SESSION 2) With Holly, Novi sagala dan Alvin ho
11.45 AM
RPM 100 (SESSION 3) With Randy, Achie dan Sendy


Don’t miss this chance



Limited Seat.



Important Note

Purchased tickets are non-refundable and non-changeable",2023-12-16T09.00.00+07:00,#VALUE!,GX Studio – Fitness First Pasific Place ,"Jl. Jenderal Sudirman No.52-53, RT.5/RW.3, Senayan, Kec. Kby. Baru, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12190",Celebrity Fitness,false,296000,IDR,https://images.t2u.io/upload/event/listing/0-33733-AWSS3c243a8b9-b5c9-4eb9-adbf-6384b91a9b52-cOMq.jpg
A3H0M4Q6EP,Celebrity Fitness Dance N' Attitude vol. 1,https://www.ticket2u.id/event/33392/celebrity-fitness-dance-n-attitude%C2%A0vol.%C2%A01,"Dance N’ Attitude Intensive Class is an organized program where individuals come together to learn, practice, and improve their dance skills with our Dance Instructors and Choreographers. These workshops can be designed for various age groups, skill levels, and dance styles.

This theme symbolizes a profound and unwavering passion for dance. For those who feel 'born to dance,' it is not merely a hobby; it is a fundamental aspect of their identity. Through dance, they can express their emotions, inspire others to pursue their passion, and, most importantly, enhance their well-being.


Rundown
            

1 PM	DNA RAW With Salman Mora and Stella
3 PM	DNA Seduce With Kellvin Azarya and Arif Surahman
5 PM	DNA Mask With Aji Mukti Wibowo and Arif Surahman
7 PM	DNA Flavor With Tommy Dewantara and Chyntia Arnella


GET EXCLUSIVE TSHIRT FOR 100 FIRST REGISTERED

Don’t miss this chance

Limited Seat",2023-11-25T13.00.00+07:00,#VALUE!,"Celebrity Fitness - Kuningan City Mall","Celebrity Fitness - Kuningan City Mall
Jl. Prof. DR. Satrio Jl. Tiong No.18, RT.4/RW.1, Kuningan, Karet Kuningan, Kecamatan Setiabudi, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12940, Indonesia",Celebrity Fitness,false,150000,IDR,https://images.t2u.io/upload/event/listing/0-33392-AWSS39f7e3585-c672-44f9-9164-cfde7ec9fef8-VYHi.png
T1C9Z5L2VF,World wellness weekend - Yoga in the city,https://www.ticket2u.id/event/32480/world-wellness-weekend-yoga-in-the-city,World Wellness Weekend (WWW) aims to inspire and empower people to make healthier choices and enjoy an active lifestyle with family & friends. The current health situation around the world reminds us how important it is to have a strong immune system.,2023-09-17T06.00.00+07:00,#VALUE!,Senayan Park Jakarta,"Jl. Gerbang Pemuda No.3, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",Celebrity Fitness,false,125000,IDR,https://images.t2u.io/upload/event/listing/0-32480-AWSS3667a80af-448a-4dd4-ba9a-fb409743dcad-c66G.jpg
L0E8N7Y4HR,World wellness weekend - Yoga in the park,https://www.ticket2u.id/event/32477/world-wellness-weekend-yoga-in-the-park,World Wellness Weekend (WWW) aims to inspire and empower people to make healthier choices and enjoy an active lifestyle with family & friends. The current health situation around the world reminds us how important it is to have a strong immune system.,2023-09-16T06.00.00+07:00,#VALUE!,Grand Shamaya Surabaya,"Jl. Embong Sawo No.1, RT.002/RW.03, Embong Kaliasin, Kec. Genteng, Surabaya, Jawa Timur 60271",Celebrity Fitness,false,150000,IDR,https://images.t2u.io/upload/event/listing/0-32477-AWSS396cf6270-172c-4579-8397-b5a881e8beae-zBwO.jpg
Q4B2M6F9JP,World wellness weekend - Yoga in the park,https://www.ticket2u.id/event/32472/world-wellness-weekend-yoga-in-the-park,World Wellness Weekend (WWW) aims to inspire and empower people to make healthier choices and enjoy an active lifestyle with family & friends. The current health situation around the world reminds us how important it is to have a strong immune system.,2023-09-17T06.00.00+07:00,#VALUE!,Bumi Sangkuriang Bandung,"Jl. Rancabentang No.2, Ciumbuleuit, Kec. Cidadap, Kota Bandung, Jawa Barat 40141",Celebrity Fitness,false,150000,IDR,https://images.t2u.io/upload/event/listing/0-32472-AWSS341ddff9d-069f-42b7-9e04-1ed54162039a-XPsx.jpg
B9W3T7S0XK,"BAF Lions Run 2,5K 2025",https://baflionsrun.id/,A charity run event with a heartfelt mission of Run For Children.,2025-07-23T05:00:00+07:00,2025-07-23T10:00:00+07:00,"Parkir Timur Selatan GBK, Senayan","Jl. Pintu Satu Senayan, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",BAF,false,249000,IDR,https://img.cause.id/event/blr2025/page/banner.webp
X0D8C1R5QN,BAF Lions Run 5K 2025,https://baflionsrun.id/,A charity run event with a heartfelt mission of Run For Children.,2025-07-23T05:00:00+07:00,2025-07-23T10:00:00+07:00,"Parkir Timur Selatan GBK, Senayan","Jl. Pintu Satu Senayan, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",BAF,false,299000,IDR,https://img.cause.id/event/blr2025/page/banner.webp
N8K4P7V9JL,BAF Lions Run 10K 2025,https://baflionsrun.id/,A charity run event with a heartfelt mission of Run For Children.,2025-07-23T05:00:00+07:00,2025-07-23T10:00:00+07:00,"Parkir Timur Selatan GBK, Senayan","Jl. Pintu Satu Senayan, RT.1/RW.3, Gelora, Kecamatan Tanah Abang, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10270",BAF,false,399000,IDR,https://img.cause.id/event/blr2025/page/banner.webp
H9A6Y3T0MF,PRUActive Virtual 2025,https://event.cause.id/pruactive25/eventdetails,PRUActive Virtual 2025 merupakan sebuah inisiatif yang diselenggarakan oleh Prudential Indonesia dalam upaya mengajak masyarakat Indonesia untuk senantiasa hidup aktif guna mewujudkan gaya hidup yang sehat dan seimbang dengan mengadakan ajang lari dan jalan kaki secara virtual yang dapat ditukarkan dengan misi mulia yaitu penanaman pohon mangrove sebagai bentuk pelestarian lingkungan.,2025-01-25T00:00:00+07:00,2025-01-25T23:59:59+07:00,Virtual Run,Flexible Location,PRUActive by PRUdential,true,null,null,https://alt.cause.id/img/event/pruactive25/page/banner.webp
P7L1R4E8ZW,Mabar All Level Seru After Office,https://ayo.co.id/main-bareng/mabar-all-level-seru-after-office-setiap-rabu-24,"Mabar Seru After Office!
Capek kerja? Saatnya lepas penat bareng di lapangan!
Kita main di Pasar Tebet Barat, Lapangan 1
Jam 8–10 malam — langsung gas abis pulang kantor!

Main santai, kenalan, keringetan bareng.
No skill? No problem. Yang penting datang dan have fun!",2025-10-08T20:00:00+07:00,2025-10-08T22:00:00+07:00,Lapangan Badminton 1 · Pasar Tebet Barat Sport Center,Jalan Tebet Barat Dalam Raya No 57-59 Kel Tebet Barat Kec Tebet Selatan,Mabar Badminton Jakarta,false,50000,IDR,https://storage.googleapis.com/data.ayo.co.id/photos/77445/SEO%20HDI%202/55.%20Mengenal%20Raket%20Olahraga%20Badminton%2C%20Jenis%2C%20Material%20dan%20Cara%20Memilih%20yang%20Tepat.jpg
U0S9M3X2KB,Ngalter Sore X Swing Swish Swoosh,https://ayo.co.id/main-bareng/2c2h-120k-ngalter-sore-x-swing-swish-swoosh,"Let's join our rally match! ✨ No pressure. No judgement. Main asik aja kita. 📍 Rekket Space Padel Hall (COURT 5 & 6) 🗓️ Rabu, 8 Oktober 2025 ⏰ 15.00 - 17.00 (2C2H) 👫 14 players 🕹️ Mexicano 21 poin (5 serve) 🎾 Bola sudah disediakan, raket bisa disewa OTS 🥤 Free air minum 🏆 Semua pemain dapet voucher dari Swing Swish Swoosh dan hadiah gemes untuk Top Score 💸 Rp 120.000/ player Cara join : Request - Masuk Waitlist - Transfer Mandiri 1760003111448 Dion Langsung masuk list peserta 🙌🏻 📌 Kalo mendadak gak bisa main, silahkan cari pengganti ya. Gak bisa refund. 📌 Usahakan datang 10-15 menit sebelum mulai ya supaya bisa kenalan dan pemanasan dulu Jangan sampe kelewatan mabar bareng NDP yang pastinya selalu seru ✨ Follow IG untuk cek update : https://www.instagram.com/ngalterdipadel Brand sponsor : https://www.instagram.com/swingswishswoosh",2025-10-08T15:00:00+07:00,2025-10-08T17:00:00+07:00,Court 5 · Rekket Space Padel Bsd,"Jalan Buaran Viktor, Bsd, Tangerang Selatan.",Ngalter Di Padel,false,120000,IDR,https://storage.googleapis.com/data.ayo.co.id/photos/77445/SEO%20HDI%202/30.%20Bagaimana%20Ciri-Ciri%20Padel%20Court%20yang%20Baik%20dan%20Berkualitas.jpg
C5N6F7T9VH,Php Weekly Intense Mexicano,https://ayo.co.id/main-bareng/2c2h-php-weekly-intense-mexicano-2,"📅 Thursday, 9 october 2025 ⏰ 12.00 – 14.00 (2 hours) 📍 @ Athletiqs Airdome (court 1 & 2) 👥 Slots: 14 Intense game, Beginner - Upper Beginner 🎾 Balls provided 🎯 Scoring System Mexicano 21 pts No racket, No problem. Racket can be rent at the venue 💰 Rp 275.000 per person BCA 5270905996 a/n Ralph William (note reclub nickname) 12 hours before play - no cancelation no refund 🔹 HOW TO JOIN 1️⃣ Request for a slot 2️⃣ Wait to be added to the waitlist 3️⃣ Settle the payment & send proof of transfer in the event chat 4️⃣ You’re officially in 2…4…5 Slot terbatas, have fun! 🚀",2025-10-09T12:00:00+07:00,2025-10-09T14:00:00+07:00,Court 2 · Athletiqs Airdome Kota Jakarta Pusat,"Jl. Karet Pasar Baru Barat Vii No 8, Karet Tengsin",Php Padel Club,false,275000,IDR,https://storage.googleapis.com/data.ayo.co.id/photos/77445/SEO%20HDI%202/30.%20Bagaimana%20Ciri-Ciri%20Padel%20Court%20yang%20Baik%20dan%20Berkualitas.jpg
V4G1D8L3YR,intense Session Upper Beginner Only - 2 Courts 2 Hours,https://ayo.co.id/main-bareng/intense-session-upper-beginner-only-2-courts-2-hours,"This session is supported by Rekket Premiere Padel Ball 🔥Intense Session, No Newbie or First Timers!🔥 2 Courts, 2 Hours 21p Americano shuffled by PlaybyTurn app 14 players ⛳️ZSC Padel Cempaka Putih 📆Wed, 8 Oct 2025 | 20.00 - 22.00 💰170k 🎾New balls provided 🏆Top 3 get prizes Strictly for Upper Beginner and up! By joining you agree to our refund policy and allow us to upload your photos/videos on our Social Media Follow our instagram: https://instagram.com/padelpuffclub",2025-10-08T20:00:00+07:00,2025-10-08T22:00:00+07:00,Court S ( Terakota ) · Zsc Padel Kota Jakarta Pusat,Jl.letjend Suprapto No.9 Rt.001 Rw.001 Desa/kelurahan Cempaka Putih Barat Kecamatan Cempaka Putih Kota Adm. Jakarta Pusat Provinsi Dki Jakarta,Padelpuff Club,false,170000,IDR,https://storage.googleapis.com/data.ayo.co.id/photos/77445/SEO%20HDI%202/30.%20Bagaimana%20Ciri-Ciri%20Padel%20Court%20yang%20Baik%20dan%20Berkualitas.jpg
J9W2K0R6EP,"3 Hours Rally, No First Timer @ Rekket Space Bsd",https://ayo.co.id/main-bareng/129k-3-hours-rally-no-first-timer-at-rekket-space-bsd,"🌞🎾 Thursdays are for rallies, laughs, and good vibes! Forget the midweek slump—come hang out with us on court for a fun padel session. Expect plenty of points, cheeky drops, friendly banter, and maybe even a prize if you snag the win. 😉🔥 📍 Rekket Space BSD (Court 6) 👥 Max 10 players 🕒 Thursday, 9 Oct | 13:00 – 16:00 Format: Mexicano (21 pts/match) Level: All levels (but no first-timers🌱) What’s included: ✅ Court & balls provided ✅ Drinks + light snacks 🥤 ✅ Free souvenir 🪭 ✅ Small prize for the winner 🎁 💸 Rp129K / player 🏧 Transfer to Seabank a/n Nadha Glenys 901490418450 How to join: 1️⃣ Request to join on Reclub 2️⃣ Once waitlisted, transfer payment 3️⃣ Send proof to group/admin 4️⃣ Spot confirmed—time to rally! 🚀 ⚠️ Non-refundable, but you can find a sub if you can’t make it. See you Thursday for rallies, snacks, and Rebel energy on court! 🙌🔥 IG: @RallyRebels.Padel",2025-10-09T13:00:00+07:00,2025-10-09T16:00:00+07:00,Court 6 · Rekket Space Padel Bsd,"Jalan Buaran Viktor, Bsd, Tangerang Selatan. Sebelah Spbu Pertamina Dan Kfc",Rally Rebels,false,129000,IDR,https://storage.googleapis.com/data.ayo.co.id/photos/77445/SEO%20HDI%202/30.%20Bagaimana%20Ciri-Ciri%20Padel%20Court%20yang%20Baik%20dan%20Berkualitas.jpg
M3T5Z8F1QA,Brunch With Vp,https://ayo.co.id/main-bareng/brunch-with-vp,Main Bareng Kamis 9 Oktober 2025 Jam 13.00 dan 14.00 1C2H (Prime Court) Inc Photographer 110k/org BY CUST VAPEPANTRY🤍,2025-10-09T13:00:00+07:00,2025-10-09T15:00:00+07:00,Prime Blue Court · Padel,"Jln. Soekarno-hatta No.168, Rt.004/rw.010, Labuh Baru Timur, Kec.payung Sekaki, Kota Pekanbaru, Riau 28292",Vp Padel Pku,false,110000,IDR,https://storage.googleapis.com/data.ayo.co.id/photos/77445/SEO%20HDI%202/30.%20Bagaimana%20Ciri-Ciri%20Padel%20Court%20yang%20Baik%20dan%20Berkualitas.jpg
S9H7N2Y0WL,RCE Indoor Tennis @ ATW,https://www.meetup.com/jakarta-sports-and-entertainment-group/events/311238385/?eventOrigin=group_events_list,"Want to unwind after work with some fun? How about hitting the tennis courts at Anol Tennis Warehouse with people who are at your level (Intermediate)? It’s a weekly event, and we’re always welcoming new members, so you can get a great workout and make some new friends all at once. Looking forward to seeing you there soon! Fee is 198,000 Rp per person.",2025-10-16T20:45:00+07:00,2025-10-16T22:45:00+07:00,Taman Impian Jaya Ancol,"Taman Impian Jaya Ancol, Jakarta",Entario Susanto,false,198000,IDR,https://secure.meetupstatic.com/photos/event/6/c/3/d/highres_528807709.jpeg?w=640
W2Q7B8X1DR,Main Santai Bareng Liga Santai,https://ayo.co.id/main-bareng/main-santai-bareng-liga-santai-22,"TERBUKA UNTUK UMUM..!!! FUN GAME MINI SOCCER LIGA SANTAI 📅 Kamis, 9 Oktober 2025 ⏰ 20.00-22.00 WIB (Datang 19.45) 🥅 SABNANI MINISOCCER 💵 Keeper 35k 💵 Player Transfer 60k (Max H-1) 💰 Player Cash 65k Include: 🟨 Wasit pro 📸 FG 🥛 Free air mineral ⚽ Bola 🎽 Rompi 🏆 Piala inventaris Note : - Harap tepat waktu ⏱ - Sudah ada list di luar aplikasi AYO Konfirmasi list dan pendaftaran: 0856 9179 1974 (om sidik) IG: @ligasantai.id",2025-10-09T20:00:00+07:00,2025-10-09T22:00:00+07:00,Lapangan Utama · Sabnani Football Kota Tangerang Selatan,Jl. Rawa Kutuk Kampung Dongkal Rt 003/005 Kelurahan :pondok Jagung Timur Kecamatan :serpong Utara Kota : Tangerang Selatan -15326 Indonesia,Liga Santai,false,60000,IDR,https://cdn.rri.co.id/berita/Purwokerto/o/1724229043991-A24P0825/gxl4424bu8jw00y.jpeg
K8R5A7V0MJ,Internal Fun Game Minisoccer,https://ayo.co.id/main-bareng/internal-fun-game-minisoccer-10,INCLUDE - Minum - Jersey Inventaris - FG & Video - P3K - Sarung tangan GK HTM - 80K (Player) - 35K (GK) Tlfn / WA Admin 0814-0186-2447 INSTAGRAM (IG) Master.soccer_MS,2025-10-08T20:00:00+07:00,2025-10-08T22:00:00+07:00,"Lapangan Internasional, Br9 Cobra Minisoccer","Jl. Nn No.12, Rt.2/rw.3, Pakulonan, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15325, Pd. Jagung, Kec. Serpong Utara, Kota Tangerang Selatan, Banten 15326, Indonesia",Master Soccer,false,80000,IDR,https://asset.ayo.co.id/image/venue/172681452391310.image_cropper_62478FE7-2691-40C6-90D2-92D9CDF115E8-24431-00000BAEB306B587_large.jpg
E1F9T6P3LC,Mabar: Falcon Weekdays Fun Mini Soccer,https://ayo.co.id/main-bareng/mabar-falcon-fun-weekdays-mini-soccer,"Malam seru bareng komunitas, main bola sambil jaga stamina dan silaturahmi! Kali ini, kita bakal main dalam format 3 tim: Merah, Hitam, dan Putih. (8 v 8) Setiap tim akan bermain 8 kali, dengan durasi 10 menit per match. Total ada 12 match yang dimainkan secara bergiliran — main banyak, tetap fair dan fun! HTM: Player 100k | GK 35k (Sudah termasuk lapangan, wasit, rompi, FIFA Official match ball, dan dokumentasi keren!) Di grup WhatsApp Falcon FC udah ada yang isi di list nih! Yuk yang tertarik ikut, langsung gas lewat aplikasi Ayo atau join WA buat nambahin kekurangan pemain Terbuka untuk semua level kemampuan. Main bola nggak harus pro , yang penting enjoy dan sportif! Grup Whatsapp https://chat.whatsapp.com/LLjtyDWO7d53TpAU0D7OMb",2025-10-08T20:00:00+07:00,2025-10-08T22:00:00+07:00,Hugo Mini Soccer Kota Jakarta Utara,"Jl. Taman Pluit Kencana Selatan No.52, Pluit, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14450, Indonesia",Falcon FC,false,100000,IDR,https://asset.ayo.co.id/image/venue/172681452391310.image_cropper_62478FE7-2691-40C6-90D2-92D9CDF115E8-24431-00000BAEB306B587_large.jpg
Z0N3Y4H2WK,Mabar Fun Minsoc Sekawan Fc,https://ayo.co.id/main-bareng/mabar-fun-minsoc-sekawan-fc-11,YUK GABUNG DI INTERNAL GAME FUN MINI SOCCER SEKAWAN FC #10 INCLUDE: JERSEY INVENTARIS FOTOGRAFER AIR MINERAL BUAH PISANG WASIT TUNGGAL 1 TIM 7 PEMAIN (1 KIPER 6 PEMAIN) 1 TIM MAIN 4 KALI INFO JOIN = DM IG @SEKAWAN.FOOTBALL,2025-10-09T20:00:00+07:00,2025-10-09T22:00:00+07:00,Goedang Soccer Arena · Goedang Soccer Kota Jakarta Timur ,"Jl Komp Ddn No.68a Kalimalang, Pondok Kelapa (samping Smk Paramitha 1)",Sekawan FC,false,80000,IDR,https://asset.ayo.co.id/image/venue/172681452391310.image_cropper_62478FE7-2691-40C6-90D2-92D9CDF115E8-24431-00000BAEB306B587_large.jpg
Y5M9L8G7QS,Mini Soccer Community Fun Game 7v7,https://ayo.co.id/main-bareng/mini-soccer-community-fun-game-7v7-90,"Fun games by Mini Soccer Community. Main senang-senang bisa dapat teman baru, pengalaman baru, dan suasana baru

Wajib konfirmasi di WhatsApp jika sudah mendaftar via Ayo. Hanya pemain yang sudah melakukan pembayaran yg masuk ke dalam list

No. WA Admin : 081311412710

HTM : Pemain 120k, Kiper 60k
Include : Fotografer, videografer full match & highlight, wasit, air mineral, medical kit, rompi inventaris",2025-10-10T20:00:00+07:00,2025-10-10T22:00:00+07:00,"T-arena, T Arena Mini Soccer Kota Jakarta Selatan","Jl. Berlian I Blok B No.5, Rt.2/rw.2, Cilandak Bar., Kec. Cilandak, Kota Jakarta Selatan, Daerah Khusus Ibukota Jakarta 12430, Indonesia",Mini Soccer Community - Msc,false,120000,IDR,https://asset.ayo.co.id/image/venue/172681452391310.image_cropper_62478FE7-2691-40C6-90D2-92D9CDF115E8-24431-00000BAEB306B587_large.jpg
G8C2R9D1XV,Mabar Bareng Ig: S7fc_reborn,https://ayo.co.id/main-bareng/mabar-bareng-ig-s7fc-reborn-2,"https://maps.app.goo.gl/QBHBzV91SiGNidAS9?g_st=com.google.maps.preview.copy

INTERNAL GAMES
IG: @s7fc_reborn

🏟 Wins Arena Ciracas Lap. A
🗓 RABU, 8 OKT 2025
🕒 Pkl. 19.30 - 22.00
💵 GK FREE | PLAYER 85K
📸 CALZMOTRET

BCA - 6870783343 an faisal fahmi",2025-10-08T20:00:00+07:00,2025-10-08T22:00:00+07:00,Mini Soccer A · Wins Arena ,"Jl. Raya Ciracas No.25, Rt.1/rw.5, Ciracas, Kec. Ciracas, Kota Jakarta Timur, Daerah Khusus Ibukota Jakarta 13740",Soccer7fc,false,90000,IDR,https://asset.ayo.co.id/image/venue/172681452391310.image_cropper_62478FE7-2691-40C6-90D2-92D9CDF115E8-24431-00000BAEB306B587_large.jpg
R6K8P2N1JE,Main Bareng Olympia Fc,https://ayo.co.id/main-bareng/main-bareng-olympia-fc-54,"Syarat & Ketentuan :
- Mudah Bergaul
- Mengutamakan Solidaritas & Sportifitas
- Bertujuan Untuk Berolahraga

Fasilitas :
- Photographer
- Rompi Inventaris
- Air Mineral

Notes :
Lapangan sudah di booking secara manual (bukan melalui AYO)

Untuk Informasi lebih lanjut harap menghubungi kami melalui Instagram @olympiafc_ atau dapat menghubungi ke nomor WhatsApp 087884017221 (Davin)",2025-10-09T20:00:00+07:00,2025-10-09T22:00:00+07:00,Lapangan Utama · Kicktopia Mini Soccer,"Jl. Anggris No.168, Curug Sangereng, Kec. Klp. Dua, Kabupaten Tangerang, Banten 15810, Indonesia",Olympia FC,false,70000,IDR,https://asset.ayo.co.id/image/venue/172681452391310.image_cropper_62478FE7-2691-40C6-90D2-92D9CDF115E8-24431-00000BAEB306B587_large.jpg
O5B7M6T4HF,Unity Fc Fun Match,https://ayo.co.id/main-bareng/unity-fc-fun-match-24,"⚽ OPEN PLAY MINI SOCCER
Siap seru-seruan bareng di lapangan? Yuk gabung di Open Play Unity FC !

📌 Detail Event:
👥 4 Tim | 28 Slot Pemain
⏱️ 11 Menit per Match
⚽️ 5 Match per Team
💸 Rp80.000/Pemain | Rp30.000/Kiper | Rp500.000/Team

Harga sudah termasuk:
🦺 Rompi tim
💧 Air mineral
🥅 Bola pertandingan
⛑️ P3K

Daftar sekarang dan rasakan serunya pertandingan mini soccer yang kompetitif tapi tetap fun!

📲 Info & pendaftaran:
- Join melalui Apps AYO
- WA 089654549934
- Untuk posisi kiper bisa lgsg direct ke WA
- ig @unityteam_fc

disarankan untuk dm terlebih dahulu untuk mengkonfirmasi slot yang tersedia , thank youu 🙏🏻",2025-10-10T20:00:00+07:00,2025-10-10T22:00:00+07:00,"Lapangan 1, Grand Central Sport Center Kota Jakarta Utara","Jl. Jemb. 3 Raya No.89, Rt.2/rw.16, Penjaringan, Kecamatan Penjaringan, Jkt Utara, Daerah Khusus Ibukota Jakarta 14440, Indonesia",Unity FC,false,80000,IDR,https://asset.ayo.co.id/image/venue/172681452391310.image_cropper_62478FE7-2691-40C6-90D2-92D9CDF115E8-24431-00000BAEB306B587_large.jpg
